idx,listing_id,host_id,host_name,review_scores_rating,bedrooms,beds,bathrooms,region,price,accommodates,minimum_nights
10397,651213439571547440,456262635,Sequence SUIDOBASHI,nan,1.0,2.0,1 private bath,Chiyoda Ku,"$21,471.00",2,1
10398,656776569968411908,103940472,Issei Max,nan,1.0,3.0,1 bath,Minato Ku,"$23,286.00",8,4
10399,659041909390868980,229209805,Hostel Bedgasm,nan,1.0,1.0,1 bath,Taito Ku,"$9,143.00",1,1
10400,659646650542560653,432278413,Momiji,nan,1.0,2.0,1 bath,Koto Ku,"$6,286.00",2,1
10401,662003227618953337,106357494,Ya,nan,1.0,2.0,1 private bath,Shinjuku Ku,"$18,229.00",4,1
10402,662014520276822322,106357494,Ya,nan,1.0,3.0,1 bath,Shinjuku Ku,"$16,657.00",5,1
10403,664166855129092232,467735692,ShinjukuWarmVilla,nan,1.0,2.0,1 shared bath,Shinjuku Ku,"$26,714.00",3,1
10404,664312111081573371,467735692,ShinjukuWarmVilla,nan,1.0,2.0,1 shared bath,Shinjuku Ku,"$25,714.00",3,1
10405,669033767282716957,464484427,Kurashi,nan,2.0,10.0,2 baths,Sumida Ku,"$15,000.00",10,1
10406,675626997982023503,433870669,Oakwood,nan,1.0,1.0,1 private bath,Minato Ku,"$37,929.00",2,1
10407,678678671372875173,294322772,鈴木,nan,1.0,2.0,1 bath,Shinjuku Ku,"$10,000.00",4,2
10408,691707124725678678,246127193,ｴﾙｴｰ3,nan,10.0,12.0,4 baths,Shinjuku Ku,"$200,000.00",16,1
10409,693191606046509903,342971176,Yume,nan,3.0,3.0,1 bath,Sumida Ku,"$17,571.00",5,2
10410,693227112475523873,59220726,Shinnosuke,nan,nan,1.0,1 bath,Edogawa Ku,"$3,300.00",2,14
10411,703792396004912676,202197609,Taishi,nan,1.0,1.0,1.5 baths,Shinjuku Ku,"$8,441.00",3,2
10412,715437552424699120,103940472,Issei Max,nan,1.0,4.0,1 bath,Minato Ku,"$18,000.00",6,4
10413,715594946620192455,317310454,Hotel,nan,1.0,3.0,1 private bath,Taito Ku,"$24,000.00",4,1
10414,722153441463804551,374379290,Saunaland,nan,1.0,6.0,1 private bath,Taito Ku,"$51,883.00",6,1
10415,724085842706463245,130251558,豊,nan,1.0,4.0,1.5 baths,Shinagawa Ku,"$17,757.00",7,2
10416,725725459947049060,499834286,欣欣,nan,1.0,2.0,1 bath,Sumida Ku,"$20,000.00",2,1
10417,730668452977718936,218369769,Tatsunari,nan,nan,2.0,1.5 shared baths,Minato Ku,"$7,500.00",2,21
10418,736726135048152039,483411548,Bamba Hotel,nan,2.0,2.0,1 private bath,Shinagawa Ku,"$56,429.00",4,1
10419,738113762784155432,483626060,Muji Hotel,nan,1.0,1.0,1 private bath,Chuo Ku,"$36,914.00",2,1
10420,740167239626120653,238693060,Kumiko,nan,nan,1.0,1 shared bath,Machida Shi,"$3,800.00",1,1
10421,740185177669042412,84841574,悠子,nan,1.0,nan,1 bath,Sumida Ku,"$6,964.00",2,1
10422,742341409508351858,484344600,Hotel MONday 秋葉原浅草橋,nan,1.0,1.0,1 private bath,Taito Ku,"$18,111.00",2,1
10423,742365643445833324,484344600,Hotel MONday 秋葉原浅草橋,nan,1.0,3.0,1 private bath,Taito Ku,"$19,486.00",3,1
10424,742378484940884384,484344600,Hotel MONday 秋葉原浅草橋,nan,1.0,1.0,1 private bath,Taito Ku,"$19,486.00",2,1
10425,742394279228217769,484344600,Hotel MONday 秋葉原浅草橋,nan,1.0,3.0,1 private bath,Taito Ku,"$20,036.00",3,1
10426,742469042181682924,31734605,琢居,nan,1.0,2.0,1.5 baths,Taito Ku,"$19,981.00",2,1
10427,744376587979091724,484344600,Hotel MONday 秋葉原浅草橋,nan,1.0,1.0,1 private bath,Taito Ku,"$20,036.00",2,1
10428,744399412748286519,484344600,Hotel MONday 秋葉原浅草橋,nan,1.0,3.0,1 private bath,Taito Ku,"$20,036.00",3,1
10429,744417636456976445,484344600,Hotel MONday 秋葉原浅草橋,nan,1.0,3.0,1 private bath,Taito Ku,"$20,586.00",3,1
10430,744432474929618097,484344600,Hotel MONday 秋葉原浅草橋,nan,1.0,4.0,1 private bath,Taito Ku,"$23,060.00",4,1
10431,744444671528733705,484344600,Hotel MONday 秋葉原浅草橋,nan,1.0,1.0,1 private bath,Taito Ku,"$21,136.00",2,1
10432,744459934650934264,484339653,Hotel MONday Premium 上野御徒町,nan,nan,1.0,1 private bath,Taito Ku,"$23,807.00",2,1
10433,744543630337512504,484343068,イチホテル東京八丁堀,nan,nan,1.0,1 private bath,Chuo Ku,"$13,475.00",1,1
10434,744565677647424650,484343068,イチホテル東京八丁堀,nan,nan,2.0,1 private bath,Chuo Ku,"$15,125.00",2,1
10435,744577952869509891,484343068,イチホテル東京八丁堀,nan,nan,1.0,1 private bath,Chuo Ku,"$14,025.00",2,1
10436,745246912154111086,484339653,Hotel MONday Premium 上野御徒町,nan,nan,1.0,1 private bath,Taito Ku,"$25,850.00",2,1
10437,745255068962152093,484339653,Hotel MONday Premium 上野御徒町,nan,nan,3.0,1 private bath,Taito Ku,"$25,300.00",3,1
10438,745279527279414928,484339653,Hotel MONday Premium 上野御徒町,nan,nan,1.0,1 private bath,Taito Ku,"$27,500.00",2,1
10439,754635411981156120,371072235,イチホテル浅草橋,nan,1.0,2.0,1 shared bath,Taito Ku,"$26,076.00",2,1
10440,754687301048613285,371072235,イチホテル浅草橋,nan,1.0,1.0,1 shared bath,Taito Ku,"$19,976.00",2,1
10441,754722747498861909,371072235,イチホテル浅草橋,nan,1.0,1.0,1 shared bath,Taito Ku,"$24,976.00",2,1
10442,756178152114276924,371072235,イチホテル浅草橋,nan,1.0,2.0,1 shared bath,Taito Ku,"$22,176.00",2,1
10443,757476400745554492,487231216,Yu Cheng,nan,1.0,1.0,1 private bath,Toshima Ku,"$14,897.00",2,1
10444,759180750360215260,487231216,Yu Cheng,nan,1.0,1.0,1 private bath,Toshima Ku,"$13,994.00",2,1
10445,759763708654948012,371072235,イチホテル浅草橋,nan,1.0,2.0,1 shared bath,Taito Ku,"$27,176.00",2,1
10446,759786827226478199,371072235,イチホテル浅草橋,nan,1.0,1.0,1 shared bath,Taito Ku,"$14,976.00",2,1
10447,759795861500496019,371072235,イチホテル浅草橋,nan,1.0,2.0,1 shared bath,Taito Ku,"$16,076.00",2,1
10448,759808569335835755,371072235,イチホテル浅草橋,nan,1.0,2.0,1 shared bath,Taito Ku,"$17,176.00",2,1
10449,760402937804296488,249538647,Hotel MONday Premium Toyosu,nan,1.0,3.0,1 bath,Koto Ku,"$16,767.00",3,1
10450,760466682737730885,260500960,Hotel MONday 羽田空港,nan,1.0,1.0,1 private bath,Ota Ku,"$13,636.00",2,1
10451,760502887615493283,260500960,Hotel MONday 羽田空港,nan,1.0,2.0,1 private bath,Ota Ku,"$16,936.00",2,1
10452,760504744355306458,417451239,Hotel MONdayTokyoNishikasai,nan,1.0,2.0,1 shared bath,Edogawa Ku,"$13,750.00",2,1
10453,760512245017430733,417451239,Hotel MONdayTokyoNishikasai,nan,1.0,3.0,1 shared bath,Edogawa Ku,"$15,565.00",3,1
10454,760515601480265052,417451239,Hotel MONdayTokyoNishikasai,nan,1.0,2.0,1 shared bath,Edogawa Ku,"$15,290.00",2,1
10455,761227661415413377,487917192,Araiya,nan,nan,nan,1.5 baths,Minato Ku,"$63,800.00",5,1
10456,762438150388641355,226154970,イチホテル上野新御徒町,nan,1.0,1.0,1 private bath,Taito Ku,"$14,314.00",1,1
10457,762445595682961929,226154970,イチホテル上野新御徒町,nan,1.0,1.0,1 private bath,Taito Ku,"$14,314.00",2,1
10458,762451261462368671,226154970,イチホテル上野新御徒町,nan,1.0,1.0,1 private bath,Taito Ku,"$14,614.00",2,1
10459,762911152127652379,52000676,Kelly,nan,2.0,5.0,2 baths,Sumida Ku,"$42,990.00",10,2
10460,762914196311617112,52000676,Kelly,nan,3.0,6.0,3 baths,Sumida Ku,"$53,990.00",12,2
10461,764782610009016011,488058871,Ulu Tokyo,nan,2.0,4.0,1 private bath,Koto Ku,"$46,183.00",4,3
10462,766229749488731103,219636782,Yuka,nan,2.0,4.0,1 bath,Shinjuku Ku,"$22,714.00",6,5
10463,769888167183712976,489047501,Tabist ヒロマスホテル 蔵,nan,nan,1.0,1 shared bath,Taito Ku,"$9,999.00",1,1
10464,769898935289302869,489047501,Tabist ヒロマスホテル 蔵,nan,nan,1.0,1 shared bath,Taito Ku,"$9,999.00",1,1
10465,770713751680284166,489546638,ヒロマスホテル 寿,nan,1.0,1.0,1 shared bath,Taito Ku,"$4,586.00",2,1
10466,771359278565084087,489546638,ヒロマスホテル 寿,nan,1.0,4.0,1 shared bath,Taito Ku,"$9,086.00",4,1
10467,772140258073141388,489799972,レンブラントスタイル東京西葛西,nan,1.0,1.0,1 private bath,Edogawa Ku,"$7,714.00",1,1
10468,773444223274936005,46049093,Ranka,nan,2.0,2.0,2 baths,Setagaya Ku,"$49,143.00",7,3
10469,775550563380389822,44701299,Smile Home,nan,1.0,1.0,1 shared bath,Bunkyo Ku,"$4,757.00",2,1
10470,775634445865454188,490397315,ウェルスクエアイズム,nan,1.0,2.0,1 bath,Suginami Ku,"$6,751.00",3,2
10471,780644731019747185,196266533,Smi:Re Stay,nan,2.0,4.0,1 shared bath,Sumida Ku,"$29,131.00",5,3
10472,782425220672304044,106357494,Ya,nan,1.0,2.0,1 bath,Shinjuku Ku,"$16,229.00",3,1
10473,784440469024290235,294212985,Akemi,nan,1.0,1.0,1 bath,Shinjuku Ku,"$10,566.00",2,2
10474,784558117784455835,310592136,Zen,nan,1.0,3.0,1 bath,Minato Ku,"$40,000.00",4,30
10475,784973650844299219,97872282,Nami,nan,2.0,2.0,2 baths,Shinjuku Ku,"$200,000.00",6,1
10476,785014566647964564,490284186,Fav Tokyo,nan,1.0,3.0,1 private bath,Arakawa Ku,"$99,999.00",4,1
10477,785034886751796935,490284186,Fav Tokyo,nan,1.0,2.0,1 private bath,Arakawa Ku,"$99,999.00",4,1
10478,785258345637913516,42244167,Hiro,nan,1.0,1.0,1 bath,Shinagawa Ku,"$5,286.00",1,30
10479,785896913527104131,336489274,Bessalov,nan,nan,1.0,1 shared bath,Itabashi Ku,"$5,036.00",1,1
10480,788093929294040656,154507729,福艷,nan,1.0,1.0,1 bath,Kita Ku,"$12,286.00",2,2
10481,789712292396572880,153095665,Tsuyoshi,nan,4.0,8.0,2 baths,Shinjuku Ku,"$40,000.00",8,31
10482,790070623861487201,492761265,洋子,nan,1.0,1.0,1 bath,Setagaya Ku,"$5,586.00",2,2
10483,790079020645871927,492761265,洋子,nan,nan,1.0,1 bath,Setagaya Ku,"$5,289.00",2,2
10484,790083459429164385,492761265,洋子,nan,nan,2.0,1 bath,Setagaya Ku,"$5,683.00",3,2
10485,790088738111534577,492761265,洋子,nan,nan,2.0,1 bath,Setagaya Ku,"$6,314.00",3,2
10486,790089756011380160,492761265,洋子,nan,nan,1.0,1 bath,Setagaya Ku,"$5,586.00",2,2
10487,790099253693035055,492761265,洋子,nan,1.0,1.0,1 bath,Setagaya Ku,"$5,586.00",1,2
10488,790101191854231907,492761265,洋子,nan,1.0,1.0,1 bath,Setagaya Ku,"$5,586.00",1,2
10489,791231599773128834,130691030,Wison,nan,1.0,2.0,1.5 baths,Chiyoda Ku,"$29,426.00",4,1
10490,791669547558120447,163254475,Satomi,nan,1.0,2.0,1 bath,Shibuya Ku,"$9,286.00",2,4
10491,793154396590619347,119085605,Shin,nan,1.0,3.0,1 private bath,Sumida Ku,"$18,000.00",4,1
10492,798043680429228723,494407911,Stayme,nan,1.0,1.0,1 bath,Shinjuku Ku,"$8,064.00",3,2
10493,799180843032855010,239039240,明,nan,3.0,3.0,3 baths,Toshima Ku,"$80,000.00",8,1
10494,800153097154561475,488058871,Ulu Tokyo,nan,2.0,3.0,1 bath,Koto Ku,"$42,170.00",4,3
10495,803411536745256159,495834739,Tora,nan,nan,1.0,1.5 shared baths,Sumida Ku,"$13,714.00",1,1
10496,805924781000088534,460991404,Tomoko,nan,2.0,3.0,1 bath,Kita Ku,"$17,820.00",8,3
10497,806171362910072416,136102212,Agora Place Tokyo Asakusa,nan,1.0,1.0,1 private bath,Taito Ku,"$12,071.00",2,1
10498,814851881276530632,202197609,Taishi,nan,18.0,18.0,2 baths,Minato Ku,"$44,800.00",16,1
10499,816179133179715661,498793338,横山保全,nan,2.0,7.0,1 bath,Toshima Ku,"$43,000.00",8,2
10500,820921644404408324,487000346,Wakusei,nan,2.0,3.0,1 bath,Setagaya Ku,"$24,121.00",4,2
10501,823563185581397045,500083898,Section L,nan,1.0,1.0,1 bath,Minato Ku,"$28,561.00",2,1
10502,823676359808457209,232836811,Chonglin,nan,nan,2.0,1.5 baths,Taito Ku,"$61,143.00",7,1
10503,823769493712749191,499612331,Nicol,nan,1.0,3.0,1.5 baths,Shinjuku Ku,"$7,889.00",5,2
10504,825638092682046624,432956453,Stayme,nan,1.0,1.0,1 bath,Suginami Ku,"$6,902.00",2,2
10505,825690005746943006,500844291,Section-L,nan,1.0,1.0,1 bath,Chuo Ku,"$25,979.00",3,28
10506,825723821048269244,500844291,Section-L,nan,1.0,1.0,1 bath,Chuo Ku,"$19,786.00",2,28
10507,825727753358365822,500844291,Section-L,nan,1.0,1.0,1 bath,Chuo Ku,"$19,786.00",2,28
10508,825730229960347630,500844291,Section-L,nan,1.0,1.0,1 bath,Chuo Ku,"$19,786.00",2,28
10509,827749405121123904,52000676,Kelly,nan,1.0,2.0,1 bath,Sumida Ku,"$16,990.00",4,2
10510,829432921780198741,172832252,Kuu,nan,nan,nan,Shared half-bath,Sumida Ku,"$9,977.00",2,1
10511,830125710244777822,500438260,Unito,nan,1.0,1.0,1 bath,Ota Ku,"$14,286.00",2,2
10512,830137926078457052,500438260,Unito,nan,1.0,1.0,1 bath,Ota Ku,"$14,286.00",2,1
10513,830673791023247558,394521194,娜,nan,3.0,6.0,3 baths,Kokubunji Shi,"$28,571.00",8,1
10514,830814696203190675,251690833,玉立,nan,nan,2.0,1.5 baths,Shinjuku Ku,"$27,571.00",4,1
10515,832099703901253796,485544006,Emiko,nan,2.0,3.0,1 bath,Shibuya Ku,"$10,500.00",3,31
10516,833741149764703520,232836811,Chonglin,nan,1.0,1.0,1 bath,Edogawa Ku,"$6,314.00",2,1
10517,833772464739950786,499797675,Otsuka,nan,1.0,2.0,1 private bath,Toshima Ku,"$12,429.00",4,1
10518,834494500522787498,62915585,Jacky,nan,3.0,3.0,1.5 baths,Toshima Ku,"$30,000.00",8,2
10519,835808794751229843,315473178,Pony,nan,3.0,3.0,2 baths,Shibuya Ku,"$39,509.00",8,1
10520,835832427191678461,144246778,BIG House,nan,1.0,6.0,1 bath,Shinjuku Ku,"$18,000.00",8,1
10521,835920303549871358,88049478,Asami,nan,4.0,5.0,2 baths,Shinjuku Ku,"$52,600.00",9,2
10522,836416734605832900,62915585,Jacky,nan,3.0,3.0,1.5 baths,Toshima Ku,"$33,571.00",7,2
10523,836443973835084470,503133876,Stayme,nan,1.0,2.0,1 bath,Shinjuku Ku,"$10,261.00",4,2
10524,836451907151453402,503133876,Stayme,nan,1.0,1.0,1 bath,Shinjuku Ku,"$9,532.00",3,2
10525,836457689268636185,62915585,Jacky,nan,4.0,9.0,1.5 baths,Toshima Ku,"$38,429.00",10,2
10526,836667190908530525,230604374,Ken,nan,nan,2.0,1.5 baths,Shinjuku Ku,"$16,666.00",3,1
10527,838330779266095156,97872282,Nami,nan,1.0,1.0,1 private bath,Shinjuku Ku,"$57,024.00",3,1
10528,838626421562266652,310747973,Yama,nan,1.0,2.0,1 bath,Shinjuku Ku,"$11,486.00",4,15
10529,838679860628557754,239039240,明,nan,1.0,2.0,1 private bath,Itabashi Ku,"$12,321.00",3,2
10530,838750636467064941,402335966,ﾌｭｰﾁｬｰﾘｰﾃﾞｨﾝｸﾞ,nan,1.0,1.0,1 bath,Bunkyo Ku,"$11,314.00",2,2
10531,840956127990741509,496684562,Yik Lam,nan,1.0,1.0,1 private bath,Taito Ku,"$11,500.00",2,1
10532,841002747243928808,499299909,Yuta,nan,1.0,3.0,1 bath,Toshima Ku,"$19,771.00",5,30
10533,841729159203510577,477778496,CaskVillage,nan,1.0,2.0,1.5 baths,Itabashi Ku,"$13,000.00",4,3
10534,842545775731196773,222943847,Joan,nan,nan,nan,1.5 baths,Nakano Ku,"$24,800.00",4,2
10535,843042435168941186,304437247,Mimaru　  八丁堀,nan,1.0,4.0,1 private bath,Chuo Ku,"$78,696.00",4,1
10536,843897665807982516,504705874,Section L,nan,1.0,4.0,1 bath,Chuo Ku,"$69,697.00",4,1
10537,844095162552690292,504729817,Nana,nan,1.0,1.0,1 bath,Shinjuku Ku,"$18,614.00",2,1
10538,845460426816886472,505002775,Mamoru,nan,3.0,10.0,1 bath,Toshima Ku,"$40,307.00",11,2
10539,846019200355014578,504705867,Section L,nan,1.0,4.0,1 bath,Bunkyo Ku,"$23,164.00",3,1
10540,846020096740404017,504705874,Section L,nan,1.0,4.0,1 bath,Chuo Ku,"$51,429.00",6,1
10541,846074104487303854,504705874,Section L,nan,1.0,4.0,1 bath,Chuo Ku,"$29,218.00",4,1
10542,846322865110429339,504561404,Woo Hotel,nan,1.0,2.0,1 private bath,Taito Ku,"$26,125.00",4,1
10543,846593704444763272,505282433,Stayme East,nan,nan,1.0,1 bath,Sumida Ku,"$8,045.00",2,2
10544,846596854124092149,505282433,Stayme East,nan,nan,2.0,1 bath,Sumida Ku,"$8,045.00",3,2
10545,846597708408040706,505282433,Stayme East,nan,nan,2.0,1 bath,Sumida Ku,"$8,045.00",3,2
10546,846811825931839949,196813151,Ling,nan,1.0,3.0,1 bath,Taito Ku,"$18,571.00",5,2
10547,846995573248975086,311979642,Selina,nan,nan,1.0,1.5 shared baths,Setagaya Ku,"$8,000.00",3,1
10548,847598952425000255,503029252,Kagurazaka,nan,nan,1.0,1 shared bath,Shinjuku Ku,"$11,043.00",2,1
10549,847601042377039811,503029252,Kagurazaka,nan,nan,2.0,1 shared bath,Shinjuku Ku,"$19,400.00",4,1
10550,848192892008434527,29966538,Ostay-Jennie,nan,2.0,nan,1.5 baths,Nakano Ku,"$24,429.00",8,1
10551,848308814935110505,218369769,Tatsunari,nan,nan,1.0,1.5 shared baths,Minato Ku,"$6,800.00",2,21
10552,848386280859441638,505315394,Kuramae,nan,1.0,4.0,1 bath,Taito Ku,"$18,153.00",4,1
10553,848847123897535884,499115537,Cogo,nan,nan,2.0,1 private bath,Sumida Ku,"$13,577.00",2,1
10554,848856567533962807,499115537,Cogo,nan,nan,3.0,1 private bath,Sumida Ku,"$15,814.00",3,1
10555,848949012689836958,402359138,Nanami,nan,5.0,15.0,1 bath,Setagaya Ku,"$150,000.00",13,30
10556,850214450967145114,4981880,Meta,nan,1.0,1.0,1 private bath,Bunkyo Ku,"$8,500.00",2,1
10557,853119910282205639,152902783,Tailong,nan,3.0,5.0,1 bath,Shinjuku Ku,"$30,000.00",7,28
10558,853235604099796632,493435581,李,nan,nan,1.0,1 private bath,Taito Ku,"$8,500.00",2,1
10559,853601146225328865,79805768,聖美,nan,nan,5.0,1.5 shared baths,Chiyoda Ku,"$42,086.00",8,2
10560,854872361222673537,502044766,島田,nan,nan,2.0,1.5 baths,Arakawa Ku,"$45,000.00",12,2
10561,854900628720613023,52000676,Kelly,nan,1.0,2.0,1 bath,Sumida Ku,"$16,990.00",4,2
10562,856018319825347731,149643001,Sylvia,nan,3.0,6.0,3 baths,Edogawa Ku,"$61,143.00",12,3
10563,856045400647524312,507235651,Lafesta,nan,1.0,2.0,1 bath,Sumida Ku,"$7,094.00",3,2
10564,856050086843375832,507235651,Lafesta,nan,1.0,2.0,1 bath,Sumida Ku,"$7,094.00",3,2
10565,856052231831220552,507235651,Lafesta,nan,1.0,2.0,1 bath,Sumida Ku,"$7,094.00",3,2
10566,856053938367689034,507235651,Lafesta,nan,1.0,2.0,1 bath,Sumida Ku,"$7,094.00",3,2
10567,856057853113109128,507235651,Lafesta,nan,1.0,2.0,1 bath,Sumida Ku,"$7,094.00",3,2
10568,856059732478520875,507235651,Lafesta,nan,1.0,2.0,1 bath,Sumida Ku,"$7,094.00",3,2
10569,856061334026294317,507235651,Lafesta,nan,1.0,2.0,1 bath,Sumida Ku,"$7,150.00",3,2
10570,856062472017445540,507235651,Lafesta,nan,1.0,2.0,1 bath,Sumida Ku,"$7,094.00",3,2
10571,856063800211832527,507235651,Lafesta,nan,1.0,2.0,1 bath,Sumida Ku,"$7,094.00",3,2
10572,856065017365709508,507235651,Lafesta,nan,1.0,2.0,1 bath,Sumida Ku,"$7,094.00",3,2
10573,856065966359163482,507235651,Lafesta,nan,1.0,2.0,1 bath,Sumida Ku,"$7,094.00",3,2
10574,856068192032563827,507235651,Lafesta,nan,1.0,2.0,1 bath,Sumida Ku,"$7,094.00",3,2
10575,856069177256519767,507235651,Lafesta,nan,1.0,2.0,1 bath,Sumida Ku,"$7,094.00",3,2
10576,856070441097557955,507235651,Lafesta,nan,1.0,2.0,1 bath,Sumida Ku,"$7,094.00",3,2
10577,856071420198572253,507235651,Lafesta,nan,1.0,2.0,1 bath,Sumida Ku,"$7,094.00",3,2
10578,856072292801469941,507235651,Lafesta,nan,1.0,2.0,1 bath,Sumida Ku,"$7,094.00",3,2
10579,856119257027507453,507248724,青砥,nan,4.0,6.0,1 bath,Katsushika Ku,"$24,286.00",8,2
10580,857558135086701532,112037524,Kousin,nan,1.0,3.0,1.5 baths,Toshima Ku,"$20,971.00",5,1
10581,857607535670954602,495796275,Brian,nan,1.0,2.0,1 private bath,Taito Ku,"$13,000.00",3,1
10582,858320534511849883,495252577,Mari,nan,2.0,4.0,2 baths,Setagaya Ku,"$46,748.00",6,2
10583,858353138009507282,32989603,Anan,nan,2.0,2.0,2 baths,Katsushika Ku,"$11,533.00",5,1
10584,861192913696525379,152645240,Minorasu,nan,1.0,3.0,1 bath,Ota Ku,"$16,429.00",4,3
10585,861241574253667223,492945056,Hideaki,nan,1.0,4.0,1 bath,Shibuya Ku,"$18,206.00",5,28
10586,861253387340688557,152645240,Minorasu,nan,1.0,3.0,1 bath,Ota Ku,"$16,429.00",4,3
10587,861793487736798559,321365764,Japan House,nan,1.0,1.0,1 bath,Shinjuku Ku,"$20,357.00",2,2
10588,861918867859331678,501017712,Makoto,nan,2.0,4.0,1 bath,Shinjuku Ku,"$65,714.00",10,30
10589,862566307893998136,481730406,力,nan,2.0,2.0,1 bath,Kita Ku,"$10,400.00",2,20
10590,862583187593936680,208180651,Plays,nan,1.0,3.0,1 bath,Nakano Ku,"$21,000.00",5,20
10591,862646960568033425,120055085,Plays,nan,1.0,3.0,1 bath,Shinjuku Ku,"$18,400.00",7,20
10592,862688234947369012,318626877,Naho,nan,2.0,4.0,1 bath,Sumida Ku,"$14,400.00",8,20
10593,862714382804802365,318626877,Naho,nan,2.0,4.0,1 bath,Sumida Ku,"$13,714.00",8,20
10594,862738887732456665,508635281,悠,nan,2.0,4.0,1 bath,Sumida Ku,"$17,152.00",7,1
10595,863409510078282311,19152993,Sei,nan,1.0,5.0,1 bath,Kita Ku,"$9,571.00",5,3
10596,864129620778614106,492761265,洋子,nan,nan,1.0,1 bath,Setagaya Ku,"$7,444.00",4,2
10597,864394673103671073,52000676,Kelly,nan,1.0,2.0,1 bath,Sumida Ku,"$16,990.00",4,2
10598,864402569496341407,52000676,Kelly,nan,2.0,5.0,2 baths,Sumida Ku,"$42,990.00",10,2
10599,864413132640181446,52000676,Kelly,nan,2.0,5.0,2 baths,Sumida Ku,"$42,990.00",10,2
10600,864555379314834471,207024011,Ting,nan,1.0,2.0,1.5 baths,Shibuya Ku,"$63,000.00",7,4
10601,864821294351537319,359609387,Plays,nan,1.0,1.0,1 bath,Shibuya Ku,"$13,600.00",2,20
10602,864831880240302353,239692287,Shu,nan,nan,1.0,1 bath,Toshima Ku,"$10,000.00",1,30
10603,864843638479959009,239692287,Shu,nan,nan,1.0,1 bath,Toshima Ku,"$10,000.00",1,30
10604,864846109535258732,239692287,Shu,nan,nan,1.0,1 bath,Toshima Ku,"$10,000.00",1,30
10605,864848091847165499,239692287,Shu,nan,nan,1.0,1 bath,Bunkyo Ku,"$10,000.00",1,30
10606,864851423816089208,239692287,Shu,nan,nan,1.0,1 bath,Bunkyo Ku,"$10,000.00",1,30
10607,864853079853682691,239692287,Shu,nan,nan,1.0,1 bath,Toshima Ku,"$10,000.00",1,30
10608,864856062830310184,239692287,Shu,nan,nan,1.0,1 bath,Bunkyo Ku,"$10,000.00",1,30
10609,864899160283190780,427170678,Plays,nan,3.0,7.0,2 baths,Tachikawa Shi,"$16,000.00",8,20
10610,865509902525963114,331685051,大寺,nan,1.0,2.0,1 bath,Kunitachi Shi,"$4,000.00",2,1
10611,866265933476724379,464666012,Plays,nan,4.0,5.0,1 bath,Adachi Ku,"$25,600.00",10,20
10612,866325055317232607,508635281,悠,nan,nan,2.0,1 private bath,Itabashi Ku,"$23,229.00",8,1
10613,866337276912722971,489168987,Tetsuhiro,nan,3.0,5.0,1 bath,Adachi Ku,"$22,000.00",8,20
10614,866926982047148330,65981637,徹,nan,2.0,4.0,1.5 baths,Sumida Ku,"$11,500.00",8,20
10615,866994763775656664,376552125,DesignersHotel,nan,1.0,1.0,1 private bath,Taito Ku,"$12,560.00",2,1
10616,866998321072858647,376552125,DesignersHotel,nan,1.0,2.0,1 private bath,Taito Ku,"$15,414.00",2,1
10617,867001057882912600,376552125,DesignersHotel,nan,1.0,1.0,1 private bath,Taito Ku,"$12,206.00",2,1
10618,867005538832854698,376552125,DesignersHotel,nan,1.0,2.0,1 private bath,Taito Ku,"$15,271.00",2,1
10619,867007963040468457,376552125,DesignersHotel,nan,1.0,1.0,1 private bath,Taito Ku,"$12,571.00",2,1
10620,867010091913646822,376552125,DesignersHotel,nan,1.0,1.0,1 private bath,Taito Ku,"$12,149.00",2,1
10621,867072399712520259,376552125,DesignersHotel,nan,1.0,1.0,1 shared bath,Taito Ku,"$11,600.00",2,1
10622,867799324583062800,509679682,Johnathan,nan,3.0,3.0,1 bath,Minato Ku,"$129,829.00",8,4
10623,867828583317665335,508778888,Timedev,nan,1.0,3.0,1 bath,Chiyoda Ku,"$20,408.00",4,1
10624,867834425827130019,508778888,Timedev,nan,1.0,2.0,1 bath,Chiyoda Ku,"$20,408.00",4,1
10625,867887393873732662,509695304,Unito,nan,1.0,1.0,1 bath,Itabashi Ku,"$8,000.00",1,2
10626,868327673867124553,509688153,ルーチェ,nan,nan,1.0,1 bath,Minato Ku,"$9,199.00",2,2
10627,868602015028313561,70182255,MeiJon,nan,4.0,5.0,2 baths,Shinjuku Ku,"$47,786.00",9,2
10628,868689235319965803,454395366,Ryuji,nan,1.0,3.0,1 bath,Toshima Ku,"$20,286.00",5,31
10629,868731403714542451,34415001,Cheng,nan,2.0,1.0,2 baths,Toshima Ku,"$31,571.00",8,2
10630,870469902161835588,489800214,Kazune,nan,1.0,1.0,1 bath,Itabashi Ku,"$10,000.00",2,2
10631,870503456688593487,475993865,Yuchan,nan,nan,2.0,1 shared bath,Nerima Ku,"$14,831.00",3,5
10632,870880471865347581,498899641,Yasuyo,nan,1.0,3.0,1 bath,Nakano Ku,"$16,429.00",4,30
10633,871606160764206745,349703336,Glamping Tokyo Asakusa,nan,1.0,2.0,4 shared baths,Taito Ku,"$14,231.00",2,1
10634,871949589679664088,228133407,Nomad,nan,nan,1.0,2 shared baths,Sumida Ku,"$2,500.00",1,7
10635,872102247093785711,41432674,Liz,nan,1.0,3.0,1 bath,Toshima Ku,"$10,000.00",6,2
10636,872102253187558376,41432674,Liz,nan,1.0,3.0,1 bath,Toshima Ku,"$9,714.00",6,1
